Source,FeatureID,Alt name,Constr,Period,Subperiod,BackupID,LocShort,LocLong
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0032h,,,Roman,"Phase 1, Phase 2",31f2246fc625786ce87ac3e02a3d9041,"F.II.8; G.II.5","F.II.8; G.II.5"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0033h,,,Roman,"Phase 1, Phase 2",4ac2a81bc9dd6266d5741d2ab9bba311,"G.II.1,2,5,6","G.II.1; G.II.2; G.II.5; G.II.6"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0034h,,,Roman,"Phase 1, Phase 2",f27294070fb4b1141c995bd81c4b39fd,"G.II.2,3","G.II.2; G.II.3"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0035h,,,Roman,"Phase 1, Phase 2",633be332144474cf8e6554aeb0ed5069,"G.I.15,16; G.II.3,4","G.I.15; G.I.16; G.II.3; G.II.4"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0036h,,,Roman,"Phase 1, Phase 2",fabeabb1bdeac34f701c898f57ef7740,"G.I.16; G.II.4","G.I.16; G.II.4"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0037h,,,Roman,"Phase 1, Phase 2",59d716ef2161123c1d533442d95c9eff,"G.I.16; H.I.9,13","G.I.16; H.I.9; H.I.13"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0038h,,,Roman,"Phase 1, Phase 2",354feb279e478426fe094b3308ca66ea,"H.I.9,10,13,14","H.I.9; H.I.10; H.I.13; H.I.14"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0039h,,,Roman,"Phase 1, Phase 2",9ef57f23b6644d883ba08cc32fd0ed28,"H.I.6,10,11","H.I.6; H.I.10; H.I.11"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0040h,,,Roman,"Phase 1, Phase 2",da2fa0d5bfa7780e414680fb832bb4ee,"H.I.7,11","H.I.7; H.I.11"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0041h,,,Roman,"Phase 1, Phase 2",7f982dcb4c04b3b777a636e62d2251a1,"H.I.7,8","H.I.7; H.I.8"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0042h,,,Roman,"Phase 1, Phase 2",31f4335b8b7acb679eea82413fc00892,"H.I.4,8; I.I.1,5","H.I.4; H.I.8; I.I.1; I.I.5"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0043h,,,Roman,"Phase 1, Phase 2",675c89c94f58305f33b0835c1ae06ce4,"I.I.1,2","I.I.1; I.I.2"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0044h,,,Roman,"Phase 1, Phase 2",ede42612d0573708e36785b7da5b9c90,"I.I.2; I.XX.14","I.I.2; I.XX.14"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0045h,,,Roman,"Phase 1, Phase 2",7a9e23f147cb845421c00c65e4fbdb0b,"I.I.3; I.XX.14,15","I.I.3; I.XX.14; I.XX.15"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0046h,,,Roman,"Phase 1, Phase 2",fdb48e31e0b9c025f9d3a450faf64f4a,"I.I.4; I.XX.16","I.I.4; I.XX.16"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0047h,,,Roman,"Phase 1, Phase 2",e603016e64f0f9cc0083dffd3270c90a,"I.I.4; J.I.1","I.I.4; J.I.1"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0048h,,,Roman,"Phase 1, Phase 2",ae07ab45305ce2ded84f7b9489fa7226,"J.I.1,5","J.I.1; J.I.5"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0049h,,,Roman,"Phase 1, Phase 2",5a87976cd2985b61bf8b76d69756c630,"J.I.5,9,10","J.I.5; J.I.9; J.I.10"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0050h,,,Roman,"Phase 1, Phase 2",36e8482ba48272b7bcb923ac35a857a3,"J.I.9,10,14","J.I.9; J.I.10; J.I.14"
"D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60; assumed contiguous with MU-SA0001r)",MU-AS0051h,,,Roman,"Phase 1, Phase 2",05d654b50dff6138db05d29a30520231,"J.I.13,14; J.II.1","J.I.13; J.I.14; J.II.1"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0052h,,,Roman,"Phase 1, Phase 2",2b2b498c40dfa35ddc5a68e9de853a56,"I.I.16; I.II.4; J.I.13; J.II.1","I.I.16; I.II.4; J.I.13; J.II.1"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0053h,,,Roman,"Phase 1, Phase 2",9eac2a810e14f934abc38b1af494b030,"J.II.14,15; J.III.2,3","J.II.14; J.II.15; J.III.2; J.III.3"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0054h,,,Roman,"Phase 1, Phase 2",4a28f7c6de1291f02e0b3d82a08f814c,"J.II.12,15,16","J.II.12; J.II.15; J.II.16"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0055h,,,Roman,"Phase 1, Phase 2",ed9ce71a415767973d715429664d8af0,"J.II.16; K.II.13; K.III.1","J.II.16; K.II.13; K.III.1"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0056h,,,Roman,"Phase 1, Phase 2",b8579b64dbc0a4be135088e6a24232bb,"K.III.1,2","K.III.1; K.III.2"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0057h,,,Roman,"Phase 1, Phase 2",5c3d2043862b675445a177a40438ad46,"K.III.1,2,5,6","K.III.1; K.III.2; K.III.5; K.III.6"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0058h,,,Roman,"Phase 1, Phase 2",6e3f542d0db9e1c87f7742d7a8f615c0,"K.III.6,10","K.III.6; K.III.10"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0059h,,,Roman,"Phase 1, Phase 2",3cb9f65d041cbd65c888e396de21435b,"K.III.10,11,14,15","K.III.10; K.III.11; K.III.14; K.III.15"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0060h,,,Roman,"Phase 1, Phase 2",a337df0dd71cb9df0f23d41ee50eb42d,"K.III.14,15","K.III.14; K.III.15"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0061h,,,Roman,"Phase 1, Phase 2",8f6fe913e4d4bd2ae7a4431551c7b8a9,"K.III.15; K.IV.3,4","K.III.15; K.IV.3; K.IV.4"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0062h,,,Roman,"Phase 1, Phase 2",b802cc12f91e4b4017a76426d27cb2b1,"K.IV.3,4,7,8","K.IV.3; K.IV.4; K.IV.7; K.IV.8"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0064h,,,Roman,"Phase 1, Phase 2",14dff9b4f3ac6201c7dab58503071d6a,"K.IV.11,15","K.IV.11; K.IV.15"
D1990.K.151 (assumed same dimensions as described by Beulé 1861: 60),MU-AS0063h,,,Roman,"Phase 1, Phase 2",ef6e53b66e9d4465becefe46e32333fe,"K.IV.8,11,12","K.IV.8; K.IV.11; K.IV.12"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0035h,,,Roman,"Phase 1, Phase 2",e79f539f0514112fa5115f1a340246fa,"F.II.10,14","F.II.10; F.II.14"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0036h,,,Roman,"Phase 1, Phase 2",c7f0a1031db5bd7ad95ed9fb03f69943,"F.II.6,7,11","F.II.6; F.II.7; F.II.11"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0037h,,,Roman,"Phase 1, Phase 2",883aeb2ac1e550cbdad07cc8b7f20ad6,"F.II.7,8,12","F.II.7; F.II.8; F.II.12"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0038h,,,Roman,"Phase 1, Phase 2",c67f6c1de4bba72afe6cdb3be5b34dec,"F.II.4,8; G.II.5","F.II.4; F.II.8; G.II.5"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0039h,,,Roman,"Phase 1, Phase 2",aac12fcf762dab43ab5b5960e8ad1893,"G.II.1,5","G.II.1; G.II.5"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0040h,,,Roman,"Phase 1, Phase 2",90a516786ed70892821f7467591c41bb,"G.II.2,6","G.II.2; G.II.6"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0041h,,,Roman,"Phase 1, Phase 2",ec73a48b440e5a92f1f77880be70facb,"G.I.14,15; G.II.2,3","G.I.14; G.I.15; G.II.2; G.II.3"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0042h,,,Roman,"Phase 1, Phase 2",d64b3ee76f32e199e5304a38dc23d243,"G.I.15,16; G.II.4","G.I.15; G.I.16; G.II.4"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0043h,,,Roman,"Phase 1, Phase 2",65b0d5136dfedaf69a34c3eb205c7b51,"G.I.12,16; H.I.13","G.I.12; G.I.16; H.I.13"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0044h,,,Roman,"Phase 1, Phase 2",94d1d7924c134fbb87f404df91ee0f58,"H.I.9,13","H.I.9; H.I.13"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0045h,,,Roman,"Phase 1, Phase 2",eec29bbff9fd32ad32d8ed03200af660,"H.I.5,6,9,10","H.I.5; H.I.6; H.I.9; H.I.10"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0046h,,,Roman,"Phase 1, Phase 2",f2ad84937381084cbff31312cc631873,"H.I.6,7,10,11","H.I.6; H.I.7; H.I.10; H.I.11"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0047h,,,Roman,"Phase 1, Phase 2",757f56e87f83dac93287a1e57604f18d,"H.I.3,7,8","H.I.3; H.I.7; H.I.8"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0048h,,,Roman,"Phase 1, Phase 2",5ca90c69b7f052ce1aa89fb6ecce8f00,"H.I.4,8","H.I.4; H.I.8"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0049h,,,Roman,"Phase 1, Phase 2",6fafee17bf96c9d9b4c0b6fe52317a7d,"H.I.4; I.I.1,5","H.I.4; I.I.1; I.I.5"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0050h,,,Roman,"Phase 1, Phase 2",276137689ec8911a4290dc1b09644cb8,"I.I.1,2; I.XX.13,14","I.I.1; I.I.2; I.XX.13; I.XX.14"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0051h,,,Roman,"Phase 1, Phase 2",8fed3d5f5391708a27611e1f28f9e17e,"I.I.2,3; I.XX.14,15","I.I.2; I.I.3; I.XX.14; I.XX.15"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0052h,,,Roman,"Phase 1, Phase 2",0d9f7556a5093b500ca3cbdf66befd1e,"I.XX.11,15","I.XX.11; I.XX.15"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0054h,,,Roman,"Phase 1, Phase 2",fa001017723f1d51c6b66d8c3a7b2d88,"I.I.4; I.XX.16; J.I.1; J.XX.13","I.I.4; I.XX.16; J.I.1; J.XX.13"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0055h,,,Roman,"Phase 1, Phase 2",808ec3cc1ff76f56453b8bc37c283bd9,"I.I.4; J.I.1,5","I.I.4; J.I.1; J.I.5"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0056h,,,Roman,"Phase 1, Phase 2",da23731172243e6c94cfcd0c4501997b,"J.I.5,6","J.I.5; J.I.6"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0057h,,,Roman,"Phase 1, Phase 2",4319881944cfb8d381f8fe895eeca699,"J.I.6,9,10","J.I.6; J.I.9; J.I.10"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0058h,,,Roman,"Phase 1, Phase 2",15e9f55710e62e2a2e76f531642a1c67,"J.I.10,11,14","J.I.10; J.I.11; J.I.14"
"D1990.K.151 (assumed wall width of 1.1 m following Beulé 1861: 60; asummed contiguous with MU-AR0058h; assumed contiguous with MU-SA0001r)",MU-AR0059h,,,Roman,"Phase 1, Phase 2",02dd43b5224a08c5372ab8f51e984726,"J.I.14; J.II.2","J.I.14; J.II.2"
D1990.K.151 (assumed wall width of 1.1 m following Beulé 1861: 60),MU-AR0060h,,,Roman,"Phase 1, Phase 2",0a8612619ca94d205b08af4bfa6dee51,"J.I.13; J.II.1","J.I.13; J.II.1"
"D1990.K.151 (assumed wall width of 1.1 m following Beulé 1861: 60; assumed E side colinear with E side of ES-0001h)",MU-AR0061h,,,Roman,"Phase 1, Phase 2",2d27f6d1c4582436e863007dbf7da1ee,"I.II.4,8; J.II.1,5","I.II.4; I.II.8; J.II.1; J.II.5"
"D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60; assumed E side colinear with E side of ES-0001h)",MU-AR0062h,,,Roman,"Phase 1, Phase 2",ac5c27a7b4d5b41bd52504c077250b1a,"J.II.14; J.III.2,3","J.II.14; J.III.2; J.III.3"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0063h,,,Roman,"Phase 1, Phase 2",a387b63444ab23de9541961bb05edfaf,"J.II.11,15","J.II.11; J.II.15"
"D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60; assumed to extend north and east until N side flush with N side of MU-AR0065h)",MU-AR0064h,,,Roman,"Phase 1, Phase 2",6f6eac9921f41c6020685e9d1043b700,"J.II.11,12,16","J.II.11; J.II.12; J.II.16"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0065h,,,Roman,"Phase 1, Phase 2",39c5c23b9968f10b47a46ec9e42aa3d7,"J.II.16; K.II.9,13","J.II.16; K.II.9; K.II.13"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0066h,,,Roman,"Phase 1, Phase 2",665a9d8f5204ec96d28427184ddbab7b,"K.II.13,14; K.III.1","K.II.13; K.II.14; K.III.1"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0067h,,,Roman,"Phase 1, Phase 2",8807dc7359f296f43e9e0eb7869722b4,"K.III.1,2,5","K.III.1; K.III.2; K.III.5"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0068h,,,Roman,"Phase 1, Phase 2",6125e43b2d29f91831fcad3101669174,"K.III.5,6,7","K.III.5; K.III.6; K.III.7"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0069h,,,Roman,"Phase 1, Phase 2",23fbe009c9e20bbe4b4928d87bc3a939,"K.III.7,10,11","K.III.7; K.III.10; K.III.11"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0070h,,,Roman,"Phase 1, Phase 2",f87612faa2ca72b2206f687ccccb3da7,"K.III.11,14,15","K.III.11; K.III.14; K.III.15"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0071h,,,Roman,"Phase 1, Phase 2",646f794f3a284e5c909a681e7759d2e1,"K.III.15,16; K.IV.3","K.III.15; K.III.16; K.IV.3"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0072h,,,Roman,"Phase 1, Phase 2",138609582226baec4959ba57ecca2d29,"K.IV.3,4","K.IV.3; K.IV.4"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0073h,,,Roman,"Phase 1, Phase 2",2bda4fa4178e4a54257d931bb407a1b6,"K.IV.8; L.IV.1,5","K.IV.8; L.IV.1; L.IV.5"
"D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60; assumed S side abutting MU-AR0073h)",MU-AR0074h,,,Roman,"Phase 1, Phase 2",b32af7c42c104bb0dc581b3f7b9b0b4c,"K.IV.8,12; L.IV.9","K.IV.8; K.IV.12; L.IV.9"
D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60),MU-AR0075h,,,Roman,"Phase 1, Phase 2",291d8c4b2da0ef7fff1cf17a5f9f5187,"K.IV.11,12,16","K.IV.11; K.IV.12; K.IV.16"
"D1990.K.151 (assumed width of 1.1 m following Beulé 1861: 60; assumed E side colinear with E side of ES-0002h)",MU-AR0076h,,,Roman,"Phase 1, Phase 2",5604176c5cd20894b4d79edab1902768,"K.IV.10,11,15","K.IV.10; K.IV.11; K.IV.15"
"assumed to exist based on analogy with adjacent MU-AS0006e; assumed N side abutting MU-SX0006r; assumed E side abutting MU-SA0001r",MU-SX0007h,,rubble linked with mortar,Roman,"Phase 1, Phase 2",979c8c910a98c3f2b142ee16503c2520,"F.II.8,11,12,14,15; G.I.16; G.II.2,3,4,5,6,7,9; H.I.13; H.II.1","F.II.8; F.II.11; F.II.12; F.II.14; F.II.15; G.I.16; G.II.2; G.II.3; G.II.4; G.II.5; G.II.6; G.II.7; G.II.9; H.I.13; H.II.1"
"B2.J.144, B1.P.100a, B2.J.010a (assumed N side flush with AX-022, assumed constant width of 1.65 m; assumed E side abutting MU-SA0001r)",MU-SX0006r,,,Roman,"Phase 1, Phase 2",9a3789a72b1a7e0ba48e946fc64c1aae,"F.II.11,12,14,15,16; G.II.3,4,5,6,7,9,10; H.I.13; H.II.1","F.II.11; F.II.12; F.II.14; F.II.15; F.II.16; G.II.3; G.II.4; G.II.5; G.II.6; G.II.7; G.II.9; G.II.10; H.I.13; H.II.1"
"assumed analagous to MU-SX0007h; assumed constant width of 1.98 m similar to W side of MU-SX0007h",MU-SX0020h,,rubble linked with mortar,Roman,"Phase 1, Phase 2",52df4cfb57be502632c90df6139202ce,"J.II.15,16; J.III.2,3,4; K.II.13; K.III.1,5,6,9,10,14,15; K.IV.2,3,7,8,10,11,12","J.II.15; J.II.16; J.III.2; J.III.3; J.III.4; K.II.13; K.III.1; K.III.5; K.III.6; K.III.9; K.III.10; K.III.14; K.III.15; K.IV.2; K.IV.3; K.IV.7; K.IV.8; K.IV.10; K.IV.11; K.IV.12"
"assumed analagous to MU-SX0006r; assumed constant width of 1.66 m based on W side of MU-SX0006h",MU-SX0019h,,,Roman,"Phase 1, Phase 2",6176814a4448565912c938cad40fe16b,"J.II.16; J.III.3,4,8; K.III.1,5,9,10,13,14; K.IV.2,3,6,7,10,11","J.II.16; J.III.3; J.III.4; J.III.8; K.III.1; K.III.5; K.III.9; K.III.10; K.III.13; K.III.14; K.IV.2; K.IV.3; K.IV.6; K.IV.7; K.IV.10; K.IV.11"
"B1.P.186a, B2.J.010a (assumed W side abutting MU-SM0003r, following B2.J.010a; assumed N side flush with AX-005; assumed S side flush with AX-006",MU-SG0005r,wall G,,Roman,"Phase 1, Phase 2",0fb2f380d92933c8d48e09b9e55e68ff,"E.V.7,8,10,11,12,14,15; F.IV.12,15,16; F.V.1,2,3,4,5,6; G.IV.4,6,7,8,9,10,11,13; H.III.14,15; H.IV.1,2,5","E.V.7; E.V.8; E.V.10; E.V.11; E.V.12; E.V.14; E.V.15; F.IV.12; F.IV.15; F.IV.16; F.V.1; F.V.2; F.V.3; F.V.4; F.V.5; F.V.6; G.IV.4; G.IV.6; G.IV.7; G.IV.8; G.IV.9; G.IV.10; G.IV.11; G.IV.13; H.III.14; H.III.15; H.IV.1; H.IV.2; H.IV.5"
"D1990.K.151 (assumed location from figure; assumed length and width about 1.8 m)",PI-X0001h,,,Roman,"Phase 1, Phase 2",225ba77d35c8a6fd500684550961b3eb,"F.VIII.5,9","F.VIII.5; F.VIII.9"
"D1990.K.151 (assumed location from figure; assumed length and width about 1.8 m)",PI-X0019h,,,Roman,"Phase 1, Phase 2",78f65b4942f0e8a3848a6309056058a4,"J.VI.1,2","J.VI.1; J.VI.2"
"D1990.K.151 (assumed location from figure; assumed length and width about 1.8 m)",PI-X0002h,,,Roman,"Phase 1, Phase 2",dbd34a08cb2f85ecd37a6aae9ef6a8c1,"F.VIII.2,6","F.VIII.2; F.VIII.6"
"D1990.K.151 (assumed location from figure; assumed length and width about 1.8 m)",PI-X0004h,,,Roman,"Phase 1, Phase 2",6366ee9e6302927f3df453a16e0437ea,"F.VII.16; F.VIII.4","F.VII.16; F.VIII.4"
"D1990.K.151 (assumed location from figure; assumed length and width about 1.8 m)",PI-X0005h,,,Roman,"Phase 1, Phase 2",75557374c13fd91554699fdcdf9c75ff,"F.VII.16; G.VII.13","F.VII.16; G.VII.13"
"D1990.K.151 (assumed location from figure; assumed length and width about 1.8 m)",PI-X0006h,,,Roman,"Phase 1, Phase 2",f65f96ac59a7ddf64a1153cb799ed28b,"G.VII.10,13,14","G.VII.10; G.VII.13; G.VII.14"
"D1990.K.151 (assumed location from figure; assumed length and width about 1.8 m)",PI-X0007h,,,Roman,"Phase 1, Phase 2",10cbfa2c21e4d7e7a23fbfec96b80ec3,"G.VII.10,11","G.VII.10; G.VII.11"
"D1990.K.151 (assumed location from figure; assumed length and width about 1.8 m)",PI-X0008h,,,Roman,"Phase 1, Phase 2",62232a79f05949e41154212822009172,"G.VII.7,8,11,12","G.VII.7; G.VII.8; G.VII.11; G.VII.12"
"D1990.K.151 (assumed location from figure; assumed length and width about 1.8 m)",PI-X0009h,,,Roman,"Phase 1, Phase 2",fa378db25742829aaf5144e960da325d,"G.VII.8; H.VII.5","G.VII.8; H.VII.5"
"D1990.K.151 (assumed location from figure; assumed length and width about 1.8 m)",PI-X0010h,,,Roman,"Phase 1, Phase 2",64d2f6a09c790bbaaee0622c5f60b3be,"H.VII.1,5,6","H.VII.1; H.VII.5; H.VII.6"
"D1990.K.151 (assumed location from figure; assumed length and width about 1.8 m)",PI-X0011h,,,Roman,"Phase 1, Phase 2",8234e7724c9efd6df6e2688c6996eda9,H.VII.2,H.VII.2
"D1990.K.151 (assumed location from figure; assumed length and width about 1.8 m)",PI-X0012h,,,Roman,"Phase 1, Phase 2",251f9e3674901579be086a88ef7f2864,"H.VI.15; H.VII.3","H.VI.15; H.VII.3"
"D1990.K.151 (assumed location from figure; assumed length and width about 1.8 m)",PI-X0013h,,,Roman,"Phase 1, Phase 2",953ea675e7e160b0b65d81cd14f3592f,H.VI.16,H.VI.16
"D1990.K.151 (assumed location from figure; assumed length and width about 1.8 m)",PI-X0014h,,,Roman,"Phase 1, Phase 2",ea3002faafebd755b06cac3e0947f834,"I.VI.9,13","I.VI.9; I.VI.13"
"D1990.K.151 (assumed location from figure; assumed length and width about 1.8 m)",PI-X0015h,,,Roman,"Phase 1, Phase 2",5279c3e5bba291f5fcf5e57901965a84,I.VI.10,I.VI.10
"D1990.K.151 (assumed location from figure; assumed length and width about 1.8 m)",PI-X0016h,,,Roman,"Phase 1, Phase 2",18cc17e2bf76f1c22060cefbb5b2bdd9,"I.VI.7,11","I.VI.7; I.VI.11"
"D1990.K.151 (assumed location from figure; assumed length and width about 1.8 m)",PI-X0017h,,,Roman,"Phase 1, Phase 2",3b4e53833a6d6b7bc01ff6284defe5de,I.VI.8,I.VI.8
"D1990.K.151 (assumed location from figure; assumed length and width about 1.8 m)",PI-X0018h,,,Roman,"Phase 1, Phase 2",4e0b69d3df25147a5de862f2634c803e,"I.VI.4,8; J.VI.1,5","I.VI.4; I.VI.8; J.VI.1; J.VI.5"
"assumed length and width of 1.8 m; assumed spacing of 4.4 m; assumed alignment from PI-C0017e and PI-C0021e",PI-C0024h,,opus caementicium,Roman,Phase 2,d8fc1b6aa2dff6dbadc5640c95d83e6f,H.II.12,H.II.12
"assumed length and width of 1.8 m; assumed spacing of 4.4 m; assumed alignment from PI-C0017e and PI-C0021e",PI-C0025h,,opus caementicium,Roman,Phase 2,b5d145b7b0e6b56dd19c0e2d699f372c,"I.II.5,9","I.II.5; I.II.9"
"assumed length and width of 1.8 m; assumed spacing of 4.4 m; assumed alignment from PI-C0017e and PI-C0021e",PI-C0026h,,opus caementicium,Roman,Phase 2,dc5f93f3e5e5478cdf5cc26e1a3a6c24,"I.II.5,6","I.II.5; I.II.6"
"assumed length and width of 1.8 m; assumed spacing of 4.4 m; assumed alignment from PI-C0017e and PI-C0021e",PI-C0027h,,opus caementicium,Roman,Phase 2,dc49eafbb3dac929ac8c45e555a8d2ff,"I.II.2,3,6,7","I.II.2; I.II.3; I.II.6; I.II.7"
"assumed length and width of 1.8 m; assumed spacing of 4.4 m; assumed alignment from PI-C0017e and PI-C0021e",PI-C0028h,,opus caementicium,Roman,Phase 2,ad91fae84fca1e26c6df3ace303fff56,I.II.3,I.II.3
"assumed length and width of 1.8 m; assumed spacing of 4.8 m; assumed alignment from PI-B0002e and PI-B0007e",PI-B0031h,,stone rubble and mortar,Roman,"Phase 1, Phase 2",6ccb6d3300419f246c0bd2f8466cc52e,"H.II.3,4","H.II.3; H.II.4"
"assumed length and width of 1.8 m; assumed spacing of 4.8 m; assumed alignment from PI-B0002e and PI-B0007e",PI-B0032h,,stone rubble and mortar,Roman,"Phase 1, Phase 2",118ff5817b80217d1ac8f9ad9b97f49f,"H.I.16; H.II.4; I.II.1","H.I.16; H.II.4; I.II.1"
"assumed length and width of 1.8 m; assumed spacing of 4.8 m; assumed alignment from PI-B0002e and PI-B0007e",PI-B0033h,,stone rubble and mortar,Roman,"Phase 1, Phase 2",264646e8790a89e43e9c2f910108ef91,I.I.13,I.I.13
"assumed length and width of 1.8 m; assumed spacing of 4.8 m; assumed alignment from PI-B0002e and PI-B0007e",PI-B0034h,,stone rubble and mortar,Roman,"Phase 1, Phase 2",e6f00b3166bd3956aa5f54b91ca1d769,"I.I.10,14","I.I.10; I.I.14"
"assumed length and width of 1.8 m; assumed spacing of 4.8 m; assumed alignment from PI-B0002e and PI-B0007e",PI-B0035h,,stone rubble and mortar,Roman,"Phase 1, Phase 2",624f86807b0c8acb039b0a083360cfd8,I.I.11,I.I.11
"assumed length and width of 1.8 m; assumed spacing of 4.8 m; assumed alignment from PI-B0002e and PI-B0007e",PI-B0036h,,stone rubble and mortar,Roman,"Phase 1, Phase 2",507e8c82f8daacb04f2f1bbfad203693,"I.I.11,12","I.I.11; I.I.12"
assumed to extend east until PI-C0028h,MU-SC0004h,wall C,,Roman,Phase 2,1c596660e0db75b712cfe0895a8d3bc4,"G.III.4,8; H.II.11,12,13,14,15; H.III.1,2; I.II.2,3,5,6,7,9","G.III.4; G.III.8; H.II.11; H.II.12; H.II.13; H.II.14; H.II.15; H.III.1; H.III.2; I.II.2; I.II.3; I.II.5; I.II.6; I.II.7; I.II.9"
B3.P.064a,MU-SX0030r,,opus quadratum,Roman,"Phase 1, Phase 2",14d064647fab16a6fc8188d945f71f84,"L.V.14; L.VI.2,3,7,8,11,12,16; L.VII.4; M.VI.13; M.VII.1,5,6,9,10,14,15; M.VIII.3,4,7,8,12; N.VIII.9","L.V.14; L.VI.2; L.VI.3; L.VI.7; L.VI.8; L.VI.11; L.VI.12; L.VI.16; L.VII.4; M.VI.13; M.VII.1; M.VII.5; M.VII.6; M.VII.9; M.VII.10; M.VII.14; M.VII.15; M.VIII.3; M.VIII.4; M.VIII.7; M.VIII.8; M.VIII.12; N.VIII.9"
